unit_id,sample_id,argument_index,argument_id,seed,model_label,match_rate,rq3_three_component,full_schema_three_component,two_component_rq3,legacy_static,cat15_gwet_ac1,cat9_gwet_ac1,multi_jaccard,span22_jaccard,span25_jaccard,span17_jaccard,cat15_valid_n,cat9_valid_n,multi_valid_n,span22_valid_n,span25_valid_n,span17_valid_n,human_focus,llm_focus
0:42,0,0,1,42,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.23726095221881738,0.21955759049194884,0.2082164903772944,0.29214017207248366,0.28294177732379977,0.3668341708542714,0.75,0.08958333333333333,0.07543859649122807,0.12424242424242425,9,7,4,16,19,11,Vague or Ambiguous Terms|Other Stakeholder Perspective|Overgeneralized Statement,Vague or Ambiguous Terms|Lacks Evidence|Lacks Evidence
0:43,0,0,1,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.2699990474569126,0.24879735657382018,0.255768937929742,0.31453289934521095,0.28294177732379977,0.3668341708542714,0.75,0.15208333333333335,0.1280701754385965,0.196969696969697,9,7,4,16,19,11,Vague or Ambiguous Terms|Other Stakeholder Perspective|Overgeneralized Statement,Vague or Ambiguous Terms|Lacks Evidence|Lacks Evidence
0:44,0,0,1,44,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.25319370172311345,0.23517033075856605,0.23771593703100552,0.35112136571191366,0.3582887700534759,0.4520547945205479,0.75,0.06862745098039216,0.058333333333333334,0.12424242424242425,10,8,4,17,20,11,Vague or Ambiguous Terms|Other Stakeholder Perspective|Overgeneralized Statement,Vague or Ambiguous Terms|Lacks Evidence|Other Stakeholder Perspective
1:42,1,1,2,42,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.1927587407558795,0.17885191661220912,0.18881468810714094,0.30996405036438057,0.3133047210300429,0.41778975741239893,0.5,0.040740740740740744,0.03395061728395062,0.06759259259259259,8,6,4,15,18,12,Lacks Evidence|Other Stakeholder Perspective|Questionable Cause-Effect Relationship,Vague or Ambiguous Terms|Vague or Ambiguous Terms|Lacks Evidence
1:43,1,1,2,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.20833210477173325,0.19271490272522265,0.20328634412344818,0.323167383107089,0.3188854489164087,0.42986425339366513,0.5,0.06666666666666667,0.05555555555555555,0.08333333333333333,8,6,4,15,18,12,Lacks Evidence|Other Stakeholder Perspective|Questionable Cause-Effect Relationship,Vague or Ambiguous Terms|Lacks Evidence|Lacks Evidence
1:44,1,1,2,44,LLaMA2 Oracle Vanilla 60,0.0,0.3802470651398192,0.349967288808369,0.4079223102478916,0.6157198671096346,0.5842155919153031,0.8006644518272426,0.75,0.15714285714285717,0.12941176470588237,0.2,8,6,4,14,17,11,Lacks Evidence|Other Stakeholder Perspective|Questionable Cause-Effect Relationship,Vague or Ambiguous Terms
2:42,2,2,3,42,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.19133811756070612,0.17844218703425008,0.13069609410689814,0.25563536146642307,0.27919911012235815,0.3668341708542714,0.75,0.004464285714285714,0.003676470588235294,0.005681818181818182,9,7,4,14,17,11,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective
2:43,2,2,3,43,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.22263635353638944,0.20765387394488782,0.20075520409822734,0.3775406368921776,0.3668341708542714,0.5348837209302325,0.75,0.004464285714285714,0.003676470588235294,0.023863636363636365,7,5,4,14,17,11,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Other Stakeholder Perspective
2:44,2,2,3,44,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.22263635353638944,0.20765387394488782,0.20075520409822734,0.3775406368921776,0.3668341708542714,0.5348837209302325,0.75,0.004464285714285714,0.003676470588235294,0.023863636363636365,7,5,4,14,17,11,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective
3:42,3,3,4,42,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.3052079761158766,0.2832703779118693,0.28756307176371554,0.44651340005666723,0.4646271510516252,0.5879828326180258,0.75,0.09542398777692895,0.0811103896103896,0.128517316017316,10,8,4,17,20,12,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective,Other Stakeholder Perspective|Other Stakeholder Perspective|Other Stakeholder Perspective
3:43,3,3,4,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.2861438927072898,0.2648698521202569,0.25636877498313226,0.3318332338366621,0.3577981651376147,0.39899833055091816,0.75,0.13186686439281595,0.11208683473389355,0.180859010270775,10,9,4,17,20,12,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective,Lacks Evidence|Other Stakeholder Perspective|Temporal Contrast
3:44,3,3,4,44,LLaMA2 Oracle Vanilla 60,0.0,0.32273647721457727,0.29963063547686214,0.3037781804415053,0.47870508798073963,0.5137353962740764,0.6343940419769803,0.75,0.09540459540459541,0.0810939060939061,0.12874625374625373,11,9,4,17,20,12,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective,Lacks Evidence|Temporal Contrast|Temporal Contrast
4:42,4,4,5,42,LLaMA2 Oracle Vanilla 60,0.0,0.3271713073589662,0.30175494859676355,0.2927610185032262,0.446967918856889,0.46214315266859746,0.5842155919153031,0.75,0.13904761904761906,0.11587301587301585,0.13846153846153847,10,8,4,15,18,13,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Vague or Ambiguous Terms
4:43,4,4,5,43,LLaMA2 Oracle Vanilla 60,0.0,0.2799744076374511,0.25776357577384146,0.287606699322002,0.40678436119445915,0.41666666666666663,0.5128552097428958,0.5,0.13676932367149758,0.11397443639291464,0.1683574879227053,11,9,4,15,18,12,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Vague or Ambiguous Terms|Overgeneralized Statement|Overgeneralized Statement
4:44,4,4,5,44,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.2749725336748115,0.25483138702758706,0.27583151129662753,0.4867215977605513,0.5842155919153031,0.6744186046511628,0.25,0.06980056980056978,0.058167141500474834,0.06481481481481481,8,7,4,15,18,12,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Lacks Evidence|Overgeneralized Statement|Other Stakeholder Perspective
5:42,5,0,6,42,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.1767544586403872,0.16380158141833456,0.17787601062904707,0.22911838656080763,0.22535211267605632,0.2747252747252747,0.5,0.0701547987616099,0.059631578947368424,0.12660287081339713,11,9,4,17,20,11,Other Stakeholder Perspective|Implicit Existence|Lacks Evidence,Other Stakeholder Perspective|Lacks Evidence|Lacks Evidence
5:43,5,0,6,43,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.14484416168626696,0.13396836107362423,0.13094174588949484,0.14582192673145597,0.13157894736842105,0.1590656284760845,0.5,0.07317139001349528,0.06219568151147099,0.11605263157894737,11,9,4,17,20,12,Other Stakeholder Perspective|Implicit Existence|Lacks Evidence,Lacks Evidence|Lacks Evidence|Other Stakeholder Perspective
5:44,5,0,6,44,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.2728276256490314,0.25260788451666283,0.2887074082116425,0.4087530022347683,0.4185022026431718,0.5155963302752293,0.5,0.1218739653459883,0.10359287054409005,0.16858974358974357,11,9,4,17,20,12,Other Stakeholder Perspective|Implicit Existence|Lacks Evidence,Lacks Evidence|Lacks Evidence|Other Stakeholder Perspective
6:42,6,1,7,42,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.12765521091209164,0.116840336768981,0.13587891296869625,0.16063185414516684,0.1437308868501529,0.1826625386996904,0.25,0.08888888888888888,0.07407407407407407,0.1111111111111111,10,8,4,15,18,12,Temporal Contrast|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Other Stakeholder Perspective|Vague or Ambiguous Terms
6:43,6,1,7,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.23849206349206345,0.21913580246913578,0.19553556260008026,0.2371999577087543,0.22222222222222218,0.274282223579719,0.75,0.13333333333333333,0.1111111111111111,0.15384615384615385,11,9,4,15,18,13,Temporal Contrast|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms
6:44,6,1,7,44,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.20055625068914107,0.18353151298887732,0.20996663154197404,0.23658394977168956,0.18816067653276955,0.26027397260273977,0.5,0.14095238095238097,0.11746031746031746,0.18333333333333335,8,6,4,15,18,12,Temporal Contrast|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Lacks Evidence|Bias and Subjectivity
7:42,7,2,8,42,LLaMA2 Oracle Vanilla 60,0.6666666666666666,0.27618000610852556,0.2568193492660916,0.2452147774644556,0.3842384302032193,0.4137341988384011,0.5079726651480638,0.75,0.07470669427191165,0.06403430937592428,0.10610766045548654,11,9,4,18,21,12,Lacks Evidence|Vague or Ambiguous Terms|Lacks Evidence,Other Stakeholder Perspective|Vague or Ambiguous Terms|Lacks Evidence
7:43,7,2,8,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.2896732204843813,0.26944834093235037,0.24873493432125543,0.38589609277389136,0.4137341988384011,0.5079726651480638,0.75,0.10046646717127267,0.08676649437519003,0.11149142976588629,11,9,4,19,22,16,Lacks Evidence|Vague or Ambiguous Terms|Lacks Evidence,Lacks Evidence
7:44,7,2,8,44,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.20850074922756626,0.19368527137950695,0.15831814786850296,0.2222755539325339,0.22807017543859645,0.27919911012235815,0.75,0.07208994708994708,0.06179138321995464,0.09432234432234433,11,9,4,18,21,13,Lacks Evidence|Vague or Ambiguous Terms|Lacks Evidence,Lacks Evidence
8:42,8,3,9,42,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.1602330339383658,0.14847484643415176,0.23724146280445735,0.35040065241581986,0.3243761996161228,0.45111492281303606,0.0,0.08473383778043277,0.07262900381179951,0.12401433691756274,11,8,5,18,21,12,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Vague or Ambiguous Terms|Lacks Evidence|Lacks Evidence
8:43,8,3,9,43,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.14806546691665703,0.13694727938471865,0.1826015178731241,0.2308745376374567,0.20387007601935037,0.2738386308068459,0.2,0.09821356682769726,0.08418305728088336,0.13429951690821254,12,9,5,18,21,12,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Lacks Evidence|Questionable Cause-Effect Relationship|Temporal Contrast
8:44,8,3,9,44,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.13586225987349826,0.12587533495249076,0.16664177859439191,0.22598297383102892,0.2063972336287011,0.27879799666110183,0.2,0.07319347319347319,0.06273726273726273,0.10726495726495726,12,9,5,18,21,12,Other Stakeholder Perspective|Other Stakeholder Perspective|Lacks Evidence,Lacks Evidence|Lacks Evidence|Temporal Contrast
9:42,9,4,10,42,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.17472272173642017,0.16089461604490124,0.17504852322106526,0.18441717944941005,0.17068889863975426,0.19275549805950842,0.5,0.10354640151515151,0.0871969696969697,0.16567424242424242,9,8,4,16,19,10,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms
9:43,9,4,10,43,LLaMA2 Oracle Vanilla 60,1.0,0.1703576423713408,0.1569959805673184,0.16633057450311656,0.1803118461160767,0.17068889863975426,0.19275549805950842,0.5,0.09521306818181818,0.08017942583732057,0.15234090909090908,9,8,4,16,19,10,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Vague or Ambiguous Terms|Other Stakeholder Perspective|Lacks Evidence
9:44,9,4,10,44,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.16634285746445532,0.15473785646360272,0.13281652037531413,0.2312644959432982,0.25373134328358204,0.3188854489164087,0.5,0.03092863019333608,0.026289335664335667,0.03430944055944056,10,8,4,17,20,14,Lacks Evidence|Vague or Ambiguous Terms|Other Stakeholder Perspective,Lacks Evidence
10:42,10,0,11,42,LLaMA2 Oracle Vanilla 60,0.3333333333333333,0.11199572445391842,0.10452934282365718,0.09781455131480682,0.19557041389882476,0.23025469513763824,0.2825753704649975,0.25,0.0,0.0,0.0,11,9,4,17,20,12,Vague or Ambiguous Terms|Other Stakeholder Perspective|Other Stakeholder Perspective,Lacks Evidence|Lacks Evidence|Other Stakeholder Perspective
